query,metric,real_log,synth_log
pkg_power_by_country,avg_pkg_power_consumed,0.25413881992404197,0.0010553977767545654
pkg_power_by_country,avg_pkg_power_consumed,0.2365539093535477,0.0009337928057824875
ram_utilization_histogram,avg_percentage_used,1.8325089127062364,0.0
ram_utilization_histogram,avg_percentage_used,1.863322860120456,0.0
ram_utilization_histogram,avg_percentage_used,1.8573324964312685,0.0
ram_utilization_histogram,avg_percentage_used,1.792391689498254,0.0
ram_utilization_histogram,avg_percentage_used,1.7853298350107671,0.0
ram_utilization_histogram,avg_percentage_used,1.7075701760979363,0.0
ram_utilization_histogram,avg_percentage_used,1.6812412373755872,0.0
ram_utilization_histogram,avg_percentage_used,1.6434526764861874,0.0
ram_utilization_histogram,avg_percentage_used,1.5797835966168101,0.0
Xeon_network_consumption,avg_bytes_received,12.919424512130892,0.2988882059414547
Xeon_network_consumption,avg_bytes_received,11.902131848754616,0.39410957514849126
Xeon_network_consumption,avg_bytes_received,12.883064421710207,0.3868396073703372
Xeon_network_consumption,avg_bytes_received,11.293565829818533,0.28966672309253577
Xeon_network_consumption,avg_bytes_received,17.756167184132238,0.34478931821379577
Xeon_network_consumption,avg_bytes_received,16.116401522317283,0.3335092573167304
Xeon_network_consumption,avg_bytes_received,11.846233046628834,0.2689224509318874
Xeon_network_consumption,avg_bytes_received,15.723979580339329,0.26314521098400157
Xeon_network_consumption,avg_bytes_sent,12.81796096943785,0.2264056009597845
Xeon_network_consumption,avg_bytes_sent,11.701571053111042,0.26210771527759463
Xeon_network_consumption,avg_bytes_sent,12.358914024817333,0.17838408306255754
Xeon_network_consumption,avg_bytes_sent,10.486318858224763,0.23516830363621224
Xeon_network_consumption,avg_bytes_sent,17.7561645616198,0.2287542694142627
Xeon_network_consumption,avg_bytes_sent,16.116370655920228,0.2486196215920311
Xeon_network_consumption,avg_bytes_sent,11.013192148992957,0.22520306000706344
Xeon_network_consumption,avg_bytes_sent,15.72389232851966,0.21774634394848022
popular_browsers_by_count_usage_percentage,percent_duration,0.9947569445876282,1.426836453803508
popular_browsers_by_count_usage_percentage,percent_duration,1.9237101943965629,1.7962967400517915
popular_browsers_by_count_usage_percentage,percent_duration,0.9652017010259121,1.1373541113707328
popular_browsers_by_count_usage_percentage,percent_instances,0.9960736544852753,1.537944959291487
popular_browsers_by_count_usage_percentage,percent_instances,1.9100905455940682,1.571009672309305
popular_browsers_by_count_usage_percentage,percent_instances,1.0715138050950892,1.494850021680094
battery_power_on_geographic_summary,avg_duration,2.230955240153304,0.042485230125960345
battery_power_on_geographic_summary,avg_duration,2.1396060524680696,0.04853349906340354
battery_power_on_geographic_summary,avg_duration,2.1250308945888903,0.04543666933445161
battery_power_on_geographic_summary,avg_duration,2.2514435597577216,0.041926630234012614
battery_power_on_geographic_summary,avg_duration,2.19225996607843,0.03679600892744022
battery_power_on_geographic_summary,avg_duration,2.2140773524578776,0.047399270501219386
battery_power_on_geographic_summary,avg_duration,2.179433677918843,0.048580147742485334
battery_power_on_geographic_summary,avg_duration,2.142555067167512,0.049142009060485915
battery_power_on_geographic_summary,avg_duration,2.3008764875030696,0.03962158687056227
battery_power_on_geographic_summary,avg_duration,2.311764704032542,0.04888114050139197
battery_power_on_geographic_summary,avg_duration,2.175209547856269,0.04589446706024296
battery_power_on_geographic_summary,avg_duration,2.1442216427230623,0.047579454076658645
battery_power_on_geographic_summary,avg_duration,2.108074630417015,0.046466381194900805
battery_power_on_geographic_summary,avg_duration,2.2103964109064473,0.04781274219299509
battery_power_on_geographic_summary,avg_duration,2.203360551191249,0.04048032661057508
battery_power_on_geographic_summary,avg_duration,2.0105596230861806,0.044521552142839364
battery_power_on_geographic_summary,avg_duration,2.146740150170369,0.04770071965859942
battery_power_on_geographic_summary,avg_duration,2.326266982517992,0.05058880472561439
battery_power_on_geographic_summary,avg_duration,2.175912662619416,0.044592320011786375
battery_power_on_geographic_summary,avg_duration,1.9305267732852895,0.047862415311177124
battery_power_on_geographic_summary,avg_duration,2.1892326712636567,0.049431935524118537
battery_power_on_geographic_summary,avg_duration,2.3779442621997466,0.0407439333913893
battery_power_on_geographic_summary,avg_duration,2.308857723816277,0.049562894170354775
battery_power_on_geographic_summary,avg_duration,2.0972519487472154,0.042314786912345505
battery_power_on_geographic_summary,avg_duration,1.9856795586277174,0.049163706674339974
battery_power_on_geographic_summary,avg_duration,2.136959997450606,0.05074456211347068
battery_power_on_geographic_summary,avg_duration,2.0561509368220316,0.043164106343060865
battery_power_on_geographic_summary,avg_duration,2.0446243139547997,0.04214039964445394
battery_power_on_geographic_summary,avg_duration,2.0857731506401063,0.04415591211577857
battery_power_on_geographic_summary,avg_duration,1.9736511129102419,0.04680562851398481
battery_power_on_geographic_summary,avg_duration,2.0011056845474093,0.04400153016390933
battery_power_on_geographic_summary,avg_duration,2.080801023775357,0.042652199713505555
battery_power_on_geographic_summary,avg_duration,2.213343247481208,0.0433645303578333
battery_power_on_geographic_summary,avg_duration,2.1668069057774204,0.043678078343184136
battery_power_on_geographic_summary,avg_duration,2.0639147627621113,0.048194761902689724
battery_power_on_geographic_summary,avg_duration,2.1119776746698915,0.04472201405007892
battery_power_on_geographic_summary,avg_duration,2.1064907580841923,0.0452803614423436
avg_platform_power_c0_freq_temp_by_chassis,avg_psys_rap_watts,0.7342407006617284,0.0008615523890754106
avg_platform_power_c0_freq_temp_by_chassis,avg_psys_rap_watts,0.8642811780338128,0.0007843066668011923
avg_platform_power_c0_freq_temp_by_chassis,avg_psys_rap_watts,0.6878212769204457,0.0008660040774225964
avg_platform_power_c0_freq_temp_by_chassis,avg_psys_rap_watts,0.5506112879739382,0.0005640508721106527
