query,column,metric_type,method_value,baseline_value,method_error,baseline_error,normalized_error,method
battery_on_duration_cpu_family_gen,avg_duration_mins_on_battery,median_relative_error,35.99838876139563,0.038414842323032876,35.99838876139563,0.038414842323032876,937.0958354763732,mst
battery_on_duration_cpu_family_gen,number_of_systems,median_relative_error,0.8048270807554658,0.0444026890561859,0.8048270807554658,0.0444026890561859,18.125638285939406,mst
battery_power_on_geographic_summary,avg_duration,median_relative_error,28.187406984369495,0.05938791010147264,28.187406984369495,0.05938791010147264,474.6320747136467,mst
battery_power_on_geographic_summary,avg_number_of_dc_powerons,median_relative_error,39.71055712440443,0.04449363519852995,39.71055712440443,0.04449363519852995,892.4997237743444,mst
battery_power_on_geographic_summary,group_coverage,jaccard,0.8780487804878049,0.9583333333333334,0.12195121951219512,0.04166666666666663,2.9268292682926855,mst
battery_power_on_geographic_summary,number_of_systems,median_relative_error,0.1893839820586564,0.028368794326241134,0.1893839820586564,0.028368794326241134,6.675785367567638,mst
display_devices_connection_type_resolution_durations_ac_dc,average_duration_on_ac_in_seconds,median_relative_error,1828.4348491116739,0.3228875835910989,1828.4348491116739,0.3228875835910989,5662.759864520472,mst
display_devices_connection_type_resolution_durations_ac_dc,average_duration_on_dc_in_seconds,median_relative_error,5459.145519735353,0.5451844382670314,5459.145519735353,0.5451844382670314,10013.392049648824,mst
display_devices_connection_type_resolution_durations_ac_dc,group_coverage,jaccard,0.014598540145985401,0.9361702127659575,0.9854014598540146,0.06382978723404253,15.437956204379567,mst
display_devices_connection_type_resolution_durations_ac_dc,number_of_systems,median_relative_error,0.9472871730953847,0.05454545454545454,0.9472871730953847,0.05454545454545454,17.36693150674872,mst
display_devices_vendors_percentage,percentage_of_systems,total_variation,0.08291232574081187,0.0031715652398815177,0.08291232574081187,0.0031715652398815177,26.142399562907706,mst
mods_blockers_by_osname_and_codename,entries_per_system,median_relative_error,0.9857382009295804,0.05062209045643426,0.9857382009295804,0.05062209045643426,19.472491002281185,mst
mods_blockers_by_osname_and_codename,num_entries,median_relative_error,0.9415249175578226,0.06262955256648833,0.9415249175578226,0.06262955256648833,15.033237169597975,mst
mods_blockers_by_osname_and_codename,number_of_systems,median_relative_error,3.7011739594450375,0.025067579744098033,3.7011739594450375,0.025067579744098033,147.6478382527715,mst
most_popular_browser_in_each_country_by_system_count,browser,categorical_accuracy,0.9411764705882353,0.9803921568627451,0.05882352941176472,0.019607843137254943,2.9999999999999942,mst
on_off_mods_sleep_summary_by_cpu_marketcodename_gen,avg_modern_sleep_time,median_relative_error,113.3586063517098,0.1739447444036429,113.3586063517098,0.1739447444036429,651.6931956774645,mst
on_off_mods_sleep_summary_by_cpu_marketcodename_gen,avg_off_time,median_relative_error,45.14149528494707,0.0736026913626004,45.14149528494707,0.0736026913626004,613.3131064808417,mst
on_off_mods_sleep_summary_by_cpu_marketcodename_gen,avg_on_time,median_relative_error,40.171486342168706,0.029821340201843197,40.171486342168706,0.029821340201843197,1347.0717972522841,mst
on_off_mods_sleep_summary_by_cpu_marketcodename_gen,avg_pcnt_mods_time,median_relative_error,1.4148681055155876,0.1723244758654314,1.4148681055155876,0.1723244758654314,8.210488373227152,mst
on_off_mods_sleep_summary_by_cpu_marketcodename_gen,avg_pcnt_off_time,median_relative_error,0.13284753363228696,0.07320722457496873,0.13284753363228696,0.07320722457496873,1.814677914694647,mst
on_off_mods_sleep_summary_by_cpu_marketcodename_gen,avg_pcnt_on_time,median_relative_error,0.1466950959488272,0.02947354571710905,0.1466950959488272,0.02947354571710905,4.97717842830401,mst
on_off_mods_sleep_summary_by_cpu_marketcodename_gen,avg_pcnt_sleep_time,median_relative_error,0.10451650260567456,0.02354569021593793,0.10451650260567456,0.02354569021593793,4.4388803915770545,mst
on_off_mods_sleep_summary_by_cpu_marketcodename_gen,avg_sleep_time,median_relative_error,44.15811630060551,0.023366069590302813,44.15811630060551,0.023366069590302813,1889.8392872600036,mst
on_off_mods_sleep_summary_by_cpu_marketcodename_gen,avg_total_time,median_relative_error,43.94971224010254,0.000353701465692985,43.94971224010254,0.000353701465692985,124256.51715633873,mst
on_off_mods_sleep_summary_by_cpu_marketcodename_gen,group_coverage,jaccard,0.21428571428571427,0.9565217391304348,0.7857142857142857,0.04347826086956519,18.071428571428584,mst
on_off_mods_sleep_summary_by_cpu_marketcodename_gen,number_of_systems,median_relative_error,0.7931844888366627,0.038038963884769635,0.7931844888366627,0.038038963884769635,20.851895210380444,mst
persona_web_cat_usage_analysis,content_creation_photo_edit_creation,median_relative_error,12.13888888888889,0.7292576419213974,12.13888888888889,0.7292576419213974,16.64554224883566,mst
persona_web_cat_usage_analysis,content_creation_video_audio_edit_creation,median_relative_error,91.26086956521738,0.4444444444444445,91.26086956521738,0.4444444444444445,205.33695652173907,mst
persona_web_cat_usage_analysis,content_creation_web_design_development,median_relative_error,4.673306772908367,0.23026315789473678,4.673306772908367,0.23026315789473678,20.29550369948777,mst
persona_web_cat_usage_analysis,days,median_relative_error,0.22201761409127302,0.05910682424909113,0.22201761409127302,0.05910682424909113,3.756209488698539,mst
persona_web_cat_usage_analysis,education,median_relative_error,0.4198210598761184,0.07218212104386458,0.4198210598761184,0.07218212104386458,5.816136375668374,mst
persona_web_cat_usage_analysis,entertainment_music_audio_streaming,median_relative_error,16.62987012987013,0.27424749163879597,16.62987012987013,0.27424749163879597,60.638184985745966,mst
persona_web_cat_usage_analysis,entertainment_other,median_relative_error,0.1853837471783296,0.22188969645147497,0.1853837471783296,0.22188969645147497,0.8354770417150539,mst
persona_web_cat_usage_analysis,entertainment_video_streaming,median_relative_error,0.5094550275626264,0.03686914475672405,0.5094550275626264,0.03686914475672405,13.81792365741584,mst
persona_web_cat_usage_analysis,finance,median_relative_error,1.8490566037735852,0.15326633165829145,1.8490566037735852,0.15326633165829145,12.06433652953913,mst
persona_web_cat_usage_analysis,games_other,median_relative_error,0.9540425531914891,0.31984897518878097,0.9540425531914891,0.31984897518878097,2.982790714362599,mst
